id,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,label,elevation,MNDWI,NDBI,NDVI,BSI
471_sample,500.5,212,1777,1850.5,1837,1879.5,1791.5,1770,1782,1741,4,7.642700195,0.574223735,-0.561445783,-0.015197568,-0.207156788
472_sample,268,262,647,1116,490,426,359,376,321,1171.5,4,3.956787109,0.612716763,-0.089983022,-0.20838471,-0.121668598
473_sample,249,167,1194,1422,1262,1222,769,797,666,570,4,26.44250488,0.701974865,-0.455737705,-0.309128631,-0.10353011
474_sample,1595.5,1323.5,2136,2583,2660,2553.5,2389.5,2186.5,2226,2009,4,0.092010498,0.236328826,-0.16498757,-0.088825215,-0.012358573
475_sample,79.5,88.07692308,589.1666667,784.5,397.4,320.2857143,134,143,110.375,106,4,23.25689697,0.815972222,-0.162606978,-0.565260204,-0.189250069
476_sample,51,43.5,506,666.5,388.5,347,130,142.5,146,107.5,4,0.163146973,0.857839721,-0.482233503,-0.453695042,-0.194686211
477_sample,173.5,157,615,942,386.5,282,269,391,118.5,204,4,2.586669922,0.688928732,0.188356164,-0.530693069,-0.134132199
478_sample,739,266.5,2628,2689,2623,2681,2517.5,2459,2393,2318.5,4,30.06420898,0.568844807,-0.528097063,-0.04585327,-0.197900513
479_sample,703.5,563.5,1292,1523,1470,1569,1329.5,1396.5,1117,1143.5,4,-0.018920898,0.368066472,-0.227135402,-0.136451488,-0.051391162
480_sample,526.6666667,218,2197.666667,2879.166667,3104,3241,3027.333333,3069,3112.5,3032,4,-0.356933594,0.690726694,-0.710556446,0.001367329,-0.187846025
481_sample,307,307,498,875,1230,1130,668,613,519,362,4,-9.991210938,0.480541455,-0.256658596,-0.40651801,0.203602193
482_sample,248,201,1196,1458,778,768,304,315,278,240,4,10.6809082,0.70926143,-0.057034221,-0.473484848,-0.1792
483_sample,1596,876,2558,2636,2557,2590,2445,2441,2331.333333,2347.5,4,6.127197266,0.245746692,-0.187234765,-0.046164337,-0.081431784
484_sample,79,76,529.5,656.2727273,360.5714286,302.6666667,112.5,121.5,105,86.5,4,10.00128174,0.785113749,-0.141304348,-0.548941393,-0.181485668
485_sample,943,358.25,2314,2383.5,2346,2368.25,2282.333333,2247.75,2184.5,2160,4,2.624511719,0.433037727,-0.39696243,-0.03564728,-0.155313002
486_sample,79.4375,81.12,256.875,658,240.4,270.1666667,44,60,34.5,27.5,4,1.086914063,0.784558013,0.394404827,-0.748999636,0.046567274
487_sample,150,97,1966,2222,1676,1378,647,616,606,456,4,30.39794922,0.873524452,-0.603174603,-0.468886941,-0.169622556
488_sample,104.5,90.5,734.5,1014,621,531,244,255.5,217.5,189.5,4,-9.584442139,0.813142602,-0.350931677,-0.481216458,-0.135022355
489_sample,102.5,118,696,956,572,528.5,342,353,302.5,289,4,-1.565093994,0.806329712,-0.49382716,-0.308176101,-0.193664076
490_sample,165,154.5,228,290,779.5,899.5,380,393,335.5,269.5,4,1.326782227,0.274725275,-0.340659341,-0.398206278,0.25265252
